연도,월,순위,브랜드,판매량,비율,로고 이미지 링크
2022,12,20,마세라티,32,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2022,12,21,벤틀리,29,0.1%,https://autoimg.danawa.com/photo/brand/390_40.png
2022,12,22,롤스로이스,15,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2022,12,23,DS,5,0.0%,https://autoimg.danawa.com/photo/brand/618_40.png
2022,12,24,재규어,3,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,1,1,BMW,"6,089",38.4%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,1,2,벤츠,"2,900",18.3%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,1,3,아우디,"2,454",15.5%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,1,4,볼보,"1,007",6.3%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,1,5,포르쉐,726,4.6%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,1,6,렉서스,576,3.6%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,1,7,랜드로버,475,3.0%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,1,8,미니,279,1.8%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,1,9,토요타,265,1.7%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,1,10,포드,246,1.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,1,11,지프,244,1.5%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,1,12,폭스바겐,196,1.2%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,1,13,캐딜락,75,0.5%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,1,14,벤틀리,72,0.5%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,1,15,혼다,69,0.4%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,1,16,푸조,66,0.4%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,1,17,링컨,59,0.4%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,1,18,람보르기니,28,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,1,19,롤스로이스,19,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,1,20,마세라티,13,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,1,21,재규어,2,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,1,22,DS,2,0.0%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,1,23,테슬라,2,0.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,2,1,BMW,"6,381",29.8%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,2,2,벤츠,"5,519",25.8%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,2,3,아우디,"2,200",10.3%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,2,4,렉서스,"1,344",6.3%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,2,5,포르쉐,"1,123",5.2%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,2,6,볼보,827,3.9%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,2,7,토요타,695,3.2%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,2,8,지프,599,2.8%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,2,9,미니,587,2.7%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,2,10,폭스바겐,517,2.4%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,2,11,랜드로버,504,2.4%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,2,12,포드,439,2.1%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,2,13,혼다,161,0.8%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,2,14,링컨,127,0.6%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,2,15,푸조,74,0.3%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,2,16,캐딜락,65,0.3%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,2,17,벤틀리,61,0.3%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,2,18,GMC,48,0.2%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,2,19,폴스타,44,0.2%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,2,20,테슬라,42,0.2%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,2,21,마세라티,21,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,2,22,람보르기니,18,0.1%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,2,23,롤스로이스,12,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,2,24,DS,1,0.0%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,2,25,재규어,1,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,3,1,벤츠,"6,533",26.6%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,3,2,BMW,"5,664",23.1%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,3,3,아우디,"2,260",9.2%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,3,4,볼보,"2,156",8.8%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,3,5,렉서스,"1,376",5.6%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,3,6,테슬라,"1,258",5.1%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,3,7,포르쉐,"1,117",4.6%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,3,8,미니,786,3.2%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,3,9,토요타,785,3.2%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,3,10,랜드로버,633,2.6%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,3,11,포드,552,2.3%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,3,12,폭스바겐,452,1.8%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,3,13,지프,274,1.1%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,3,14,푸조,166,0.7%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,3,15,링컨,126,0.5%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,3,16,캐딜락,88,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,3,17,혼다,71,0.3%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,3,18,GMC,70,0.3%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,3,19,폴스타,67,0.3%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,3,20,벤틀리,35,0.1%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,3,21,롤스로이스,23,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,3,22,마세라티,21,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,3,23,DS,9,0.0%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,3,24,람보르기니,8,0.0%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,3,25,재규어,3,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,4,1,벤츠,"6,176",30.4%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,4,2,BMW,"5,836",28.7%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,4,3,볼보,"1,599",7.9%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,4,4,포르쉐,"1,146",5.6%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,4,5,렉서스,"1,025",5.0%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,4,6,미니,946,4.7%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,4,7,폭스바겐,675,3.3%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,4,8,토요타,638,3.1%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,4,9,아우디,473,2.3%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,4,10,랜드로버,459,2.3%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,4,11,포드,326,1.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,4,12,링컨,216,1.1%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,4,13,지프,207,1.0%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,4,14,테슬라,114,0.6%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,4,15,푸조,111,0.5%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,4,16,캐딜락,66,0.3%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,4,17,혼다,55,0.3%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,4,18,폴스타,54,0.3%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,4,19,GMC,46,0.2%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,4,20,벤틀리,45,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,4,21,마세라티,45,0.2%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,4,22,람보르기니,31,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,4,23,롤스로이스,23,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,4,24,재규어,4,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,4,25,DS,2,0.0%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,5,1,벤츠,"6,292",29.4%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,5,2,BMW,"6,036",28.2%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,5,3,볼보,"1,502",7.0%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,5,4,포르쉐,"1,005",4.7%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,5,5,렉서스,974,4.6%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,5,6,아우디,902,4.2%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,5,7,미니,862,4.0%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,5,8,폭스바겐,862,4.0%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,5,9,토요타,629,2.9%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,5,10,테슬라,424,2.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,5,11,랜드로버,410,1.9%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,5,12,지프,288,1.3%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,5,13,포드,281,1.3%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,5,14,푸조,171,0.8%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,5,15,폴스타,141,0.7%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,5,16,혼다,106,0.5%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,5,17,링컨,90,0.4%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,5,18,캐딜락,88,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,5,19,벤틀리,79,0.4%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,5,20,마세라티,62,0.3%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,5,21,람보르기니,58,0.3%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,5,22,GMC,53,0.2%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,5,23,롤스로이스,34,0.2%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,5,24,DS,13,0.1%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,5,25,재규어,5,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,6,1,BMW,"8,100",28.7%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,6,2,벤츠,"8,003",28.4%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,6,3,테슬라,"1,891",6.7%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,6,4,렉서스,"1,655",5.9%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,6,5,볼보,"1,372",4.9%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,6,6,아우디,"1,347",4.8%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,6,7,포르쉐,"1,109",3.9%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,6,8,미니,970,3.4%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,6,9,토요타,966,3.4%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,6,10,폭스바겐,538,1.9%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,6,11,랜드로버,507,1.8%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,6,12,지프,475,1.7%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,6,13,포드,267,0.9%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,6,14,푸조,223,0.8%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,6,15,폴스타,198,0.7%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,6,16,혼다,111,0.4%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,6,17,캐딜락,106,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,6,18,벤틀리,94,0.3%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,6,19,링컨,63,0.2%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,6,20,마세라티,61,0.2%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,6,21,롤스로이스,43,0.2%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,6,22,람보르기니,39,0.1%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,6,23,DS,25,0.1%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,6,24,GMC,25,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,6,25,재규어,15,0.1%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,7,1,BMW,"5,931",28.6%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,7,2,벤츠,"5,394",26.0%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,7,3,아우디,"1,504",7.3%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,7,4,볼보,"1,409",6.8%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,7,5,폭스바겐,"1,195",5.8%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,7,6,렉서스,"1,088",5.3%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,7,7,포르쉐,953,4.6%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,7,8,미니,798,3.9%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,7,9,토요타,622,3.0%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,7,10,지프,464,2.2%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,7,11,랜드로버,408,2.0%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,7,12,푸조,180,0.9%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,7,13,포드,124,0.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,7,14,폴스타,121,0.6%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,7,15,테슬라,118,0.6%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,7,16,벤틀리,80,0.4%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,7,17,캐딜락,73,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,7,18,링컨,50,0.2%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,7,19,람보르기니,45,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,7,20,GMC,41,0.2%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,7,21,혼다,31,0.1%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,7,22,마세라티,30,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,7,23,롤스로이스,29,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,7,24,DS,25,0.1%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,7,25,재규어,4,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,8,1,벤츠,"6,588",28.0%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,8,2,BMW,"6,304",26.8%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,8,3,아우디,"1,551",6.6%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,8,4,폭스바겐,"1,417",6.0%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,8,5,포르쉐,"1,111",4.7%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,8,6,렉서스,"1,091",4.6%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,8,7,볼보,"1,080",4.6%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,8,8,미니,"1,036",4.4%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,8,9,토요타,733,3.1%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,8,10,테슬라,696,3.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,8,11,지프,552,2.3%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,8,12,랜드로버,382,1.6%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,8,13,폴스타,185,0.8%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,8,14,푸조,184,0.8%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,8,15,포드,181,0.8%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,8,16,혼다,105,0.4%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,8,17,벤틀리,84,0.4%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,8,18,캐딜락,61,0.3%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,8,19,링컨,52,0.2%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,8,20,마세라티,51,0.2%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,8,21,람보르기니,40,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,8,22,GMC,29,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,8,23,롤스로이스,29,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,8,24,DS,19,0.1%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,8,25,재규어,3,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,9,1,벤츠,"6,971",26.3%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,9,2,BMW,"6,188",23.3%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,9,3,테슬라,"4,501",17.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,9,4,볼보,"1,555",5.9%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,9,5,아우디,"1,416",5.3%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,9,6,폭스바겐,"1,114",4.2%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,9,7,렉서스,916,3.5%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,9,8,미니,738,2.8%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,9,9,토요타,712,2.7%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,9,10,포르쉐,695,2.6%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,9,11,랜드로버,315,1.2%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,9,12,지프,296,1.1%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,9,13,폴스타,292,1.1%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,9,14,포드,181,0.7%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,9,15,푸조,172,0.6%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,9,16,혼다,105,0.4%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,9,17,벤틀리,60,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,9,18,캐딜락,55,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,9,19,링컨,52,0.2%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,9,20,GMC,52,0.2%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,9,21,람보르기니,49,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,9,22,마세라티,30,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,9,23,DS,18,0.1%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,9,24,롤스로이스,15,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,9,25,재규어,5,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,10,1,벤츠,"6,612",28.1%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,10,2,BMW,"5,985",25.4%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,10,3,테슬라,"2,829",12.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,10,4,볼보,"1,263",5.4%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,10,5,아우디,"1,151",4.9%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,10,6,렉서스,963,4.1%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,10,7,폭스바겐,853,3.6%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,10,8,미니,732,3.1%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,10,9,토요타,722,3.1%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,10,10,포르쉐,705,3.0%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,10,11,랜드로버,291,1.2%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,10,12,폴스타,287,1.2%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,10,13,혼다,233,1.0%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,10,14,지프,233,1.0%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,10,15,포드,165,0.7%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,10,16,푸조,140,0.6%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,10,17,링컨,132,0.6%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,10,18,벤틀리,73,0.3%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,10,19,캐딜락,67,0.3%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,10,20,람보르기니,35,0.1%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,10,21,마세라티,30,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,10,22,DS,27,0.1%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,10,23,롤스로이스,17,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,10,24,GMC,15,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,10,25,재규어,11,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,11,1,벤츠,"7,168",25.9%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,11,2,BMW,"7,032",25.4%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,11,3,테슬라,"3,562",12.8%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,11,4,볼보,"1,640",5.9%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,11,5,아우디,"1,392",5.0%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,11,6,렉서스,"1,183",4.3%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,11,7,미니,997,3.6%,https://autoimg.danawa.com/photo/brand/367_40.png
2023,11,8,폭스바겐,966,3.5%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,11,9,토요타,835,3.0%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,11,10,포르쉐,752,2.7%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,11,11,지프,420,1.5%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,11,12,포드,379,1.4%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,11,13,랜드로버,300,1.1%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,11,14,푸조,276,1.0%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,11,15,혼다,187,0.7%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,11,16,링컨,176,0.6%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,11,17,폴스타,167,0.6%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,11,18,캐딜락,115,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,11,19,벤틀리,65,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,11,20,GMC,36,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,11,21,람보르기니,33,0.1%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,11,22,마세라티,23,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,11,23,롤스로이스,11,0.0%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,11,24,DS,10,0.0%,https://autoimg.danawa.com/photo/brand/618_40.png
2023,11,25,재규어,1,0.0%,https://autoimg.danawa.com/photo/brand/394_40.png
2023,12,1,벤츠,"8,541",30.4%,https://autoimg.danawa.com/photo/brand/349_40.png
2023,12,2,BMW,"7,849",27.9%,https://autoimg.danawa.com/photo/brand/362_40.png
2023,12,3,볼보,"1,608",5.7%,https://autoimg.danawa.com/photo/brand/459_40.png
2023,12,4,폭스바겐,"1,462",5.2%,https://autoimg.danawa.com/photo/brand/376_40.png
2023,12,5,렉서스,"1,370",4.9%,https://autoimg.danawa.com/photo/brand/486_40.png
2023,12,6,아우디,"1,218",4.3%,https://autoimg.danawa.com/photo/brand/371_40.png
2023,12,7,테슬라,"1,022",3.6%,https://autoimg.danawa.com/photo/brand/611_40.png
2023,12,8,포르쉐,913,3.2%,https://autoimg.danawa.com/photo/brand/381_40.png
2023,12,9,토요타,893,3.2%,https://autoimg.danawa.com/photo/brand/491_40.png
2023,12,10,미니,804,2.9%,https://autoimg.danawa.com/photo/brand/367_40.png
