연도,월,순위,브랜드,판매량,비율,로고 이미지 링크
2023,12,11,링컨,515,1.8%,https://autoimg.danawa.com/photo/brand/573_40.png
2023,12,12,지프,460,1.6%,https://autoimg.danawa.com/photo/brand/587_40.png
2023,12,13,랜드로버,335,1.2%,https://autoimg.danawa.com/photo/brand/399_40.png
2023,12,14,포드,309,1.1%,https://autoimg.danawa.com/photo/brand/569_40.png
2023,12,15,푸조,263,0.9%,https://autoimg.danawa.com/photo/brand/413_40.png
2023,12,16,혼다,151,0.5%,https://autoimg.danawa.com/photo/brand/500_40.png
2023,12,17,캐딜락,116,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2023,12,18,폴스타,98,0.3%,https://autoimg.danawa.com/photo/brand/458_40.png
2023,12,19,벤틀리,62,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2023,12,20,마세라티,47,0.2%,https://autoimg.danawa.com/photo/brand/445_40.png
2023,12,21,람보르기니,47,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2023,12,22,GMC,22,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2023,12,23,롤스로이스,21,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2023,12,24,DS,2,0.0%,https://autoimg.danawa.com/photo/brand/618_40.png
2024,1,1,BMW,"4,330",33.5%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,1,2,벤츠,"2,931",22.7%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,1,3,렉서스,998,7.7%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,1,4,볼보,965,7.5%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,1,5,토요타,786,6.1%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,1,6,포르쉐,677,5.2%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,1,7,미니,543,4.2%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,1,8,랜드로버,340,2.6%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,1,9,링컨,285,2.2%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,1,10,포드,229,1.8%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,1,11,지프,213,1.6%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,1,12,아우디,179,1.4%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,1,13,혼다,177,1.4%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,1,14,푸조,101,0.8%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,1,15,캐딜락,57,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,1,16,폭스바겐,53,0.4%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,1,17,GMC,18,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,1,18,마세라티,16,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,1,19,벤틀리,13,0.1%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,1,20,롤스로이스,9,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,1,21,람보르기니,7,0.1%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,1,22,테슬라,1,0.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,2,1,BMW,"6,089",37.8%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,2,2,벤츠,"3,592",22.3%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,2,3,볼보,961,6.0%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,2,4,렉서스,919,5.7%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,2,5,포르쉐,828,5.1%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,2,6,미니,755,4.7%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,2,7,토요타,736,4.6%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,2,8,폭스바겐,462,2.9%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,2,9,포드,306,1.9%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,2,10,랜드로버,275,1.7%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,2,11,아우디,268,1.7%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,2,12,링컨,224,1.4%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,2,13,테슬라,174,1.1%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,2,14,지프,167,1.0%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,2,15,혼다,111,0.7%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,2,16,푸조,106,0.7%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,2,17,캐딜락,63,0.4%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,2,18,GMC,20,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,2,19,마세라티,16,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,2,20,벤틀리,11,0.1%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,2,21,롤스로이스,11,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,2,22,람보르기니,4,0.0%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,2,23,폴스타,3,0.0%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,3,1,BMW,"6,549",26.0%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,3,2,테슬라,"6,025",24.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,3,3,벤츠,"4,197",16.7%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,3,4,렉서스,"1,218",4.8%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,3,5,볼보,"1,081",4.3%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,3,6,폭스바겐,949,3.8%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,3,7,미니,911,3.6%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,3,8,포르쉐,781,3.1%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,3,9,토요타,759,3.0%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,3,10,아우디,653,2.6%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,3,11,포드,359,1.4%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,3,12,랜드로버,338,1.3%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,3,13,혼다,321,1.3%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,3,14,지프,294,1.2%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,3,15,링컨,230,0.9%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,3,16,폴스타,219,0.9%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,3,17,푸조,94,0.4%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,3,18,캐딜락,53,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,3,19,GMC,33,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,3,20,람보르기니,31,0.1%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,3,21,마세라티,22,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,3,22,롤스로이스,15,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,3,23,벤틀리,14,0.1%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,4,1,벤츠,"6,683",31.1%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,4,2,BMW,"5,750",26.8%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,4,3,테슬라,"1,722",8.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,4,4,볼보,"1,210",5.6%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,4,5,렉서스,920,4.3%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,4,6,토요타,893,4.2%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,4,7,아우디,770,3.6%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,4,8,미니,676,3.1%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,4,9,포르쉐,620,2.9%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,4,10,폭스바겐,566,2.6%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,4,11,포드,350,1.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,4,12,지프,281,1.3%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,4,13,랜드로버,268,1.2%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,4,14,링컨,200,0.9%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,4,15,혼다,167,0.8%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,4,16,푸조,101,0.5%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,4,17,폴스타,83,0.4%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,4,18,람보르기니,60,0.3%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,4,19,캐딜락,50,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,4,20,GMC,36,0.2%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,4,21,벤틀리,24,0.1%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,4,22,마세라티,23,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,4,23,롤스로이스,22,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,5,1,BMW,"6,240",25.9%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,5,2,벤츠,"5,947",24.6%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,5,3,테슬라,"4,165",17.3%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,5,4,볼보,"1,516",6.3%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,5,5,렉서스,"1,319",5.5%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,5,6,아우디,831,3.4%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,5,7,미니,722,3.0%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,5,8,토요타,701,2.9%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,5,9,폭스바겐,445,1.8%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,5,10,포르쉐,390,1.6%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,5,11,포드,385,1.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,5,12,랜드로버,351,1.5%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,5,13,지프,277,1.1%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,5,14,링컨,242,1.0%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,5,15,혼다,235,1.0%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,5,16,푸조,93,0.4%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,5,17,람보르기니,53,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,5,18,캐딜락,52,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,5,19,마세라티,51,0.2%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,5,20,벤틀리,38,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,5,21,폴스타,30,0.1%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,5,22,GMC,26,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,5,23,롤스로이스,18,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,6,1,벤츠,"6,661",26.4%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,6,2,BMW,"6,172",24.5%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,6,3,테슬라,"5,293",21.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,6,4,볼보,"1,452",5.8%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,6,5,렉서스,"1,047",4.2%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,6,6,아우디,902,3.6%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,6,7,미니,746,3.0%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,6,8,토요타,660,2.6%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,6,9,랜드로버,414,1.6%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,6,10,폭스바겐,400,1.6%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,6,11,포드,289,1.1%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,6,12,포르쉐,267,1.1%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,6,13,혼다,230,0.9%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,6,14,지프,206,0.8%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,6,15,링컨,165,0.7%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,6,16,푸조,76,0.3%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,6,17,캐딜락,62,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,6,18,벤틀리,40,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,6,19,람보르기니,40,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,6,20,마세라티,27,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,6,21,폴스타,27,0.1%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,6,22,GMC,26,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,6,23,롤스로이스,20,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,7,1,BMW,"6,380",29.2%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,7,2,벤츠,"4,369",20.0%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,7,3,테슬라,"2,680",12.3%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,7,4,볼보,"1,411",6.5%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,7,5,렉서스,"1,108",5.1%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,7,6,포르쉐,"1,012",4.6%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,7,7,아우디,921,4.2%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,7,8,토요타,846,3.9%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,7,9,폭스바겐,836,3.8%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,7,10,미니,574,2.6%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,7,11,랜드로버,408,1.9%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,7,12,포드,356,1.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,7,13,혼다,235,1.1%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,7,14,지프,224,1.0%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,7,15,링컨,144,0.7%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,7,16,푸조,92,0.4%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,7,17,캐딜락,73,0.3%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,7,18,람보르기니,53,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,7,19,폴스타,39,0.2%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,7,20,벤틀리,35,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,7,21,GMC,32,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,7,22,마세라티,21,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,7,23,롤스로이스,15,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,8,1,BMW,"5,880",26.6%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,8,2,벤츠,"5,286",23.9%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,8,3,테슬라,"2,208",10.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,8,4,폭스바겐,"1,445",6.5%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,8,5,렉서스,"1,355",6.1%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,8,6,볼보,"1,245",5.6%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,8,7,아우디,"1,010",4.6%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,8,8,토요타,900,4.1%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,8,9,포르쉐,747,3.4%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,8,10,랜드로버,397,1.8%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,8,11,포드,392,1.8%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,8,12,미니,379,1.7%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,8,13,혼다,272,1.2%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,8,14,지프,178,0.8%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,8,15,링컨,138,0.6%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,8,16,캐딜락,61,0.3%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,8,17,푸조,49,0.2%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,8,18,벤틀리,40,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,8,19,람보르기니,38,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,8,20,GMC,27,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,8,21,롤스로이스,13,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,8,22,마세라티,11,0.0%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,8,23,폴스타,5,0.0%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,9,1,벤츠,"8,382",34.0%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,9,2,BMW,"7,082",28.7%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,9,3,테슬라,"1,349",5.5%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,9,4,렉서스,"1,312",5.3%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,9,5,볼보,"1,282",5.2%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,9,6,아우디,995,4.0%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,9,7,토요타,778,3.2%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,9,8,폭스바겐,760,3.1%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,9,9,포르쉐,721,2.9%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,9,10,랜드로버,446,1.8%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,9,11,미니,428,1.7%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,9,12,포드,285,1.2%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,9,13,혼다,223,0.9%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,9,14,지프,194,0.8%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,9,15,링컨,193,0.8%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,9,16,캐딜락,54,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,9,17,벤틀리,42,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,9,18,푸조,40,0.2%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,9,19,람보르기니,37,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,9,20,GMC,26,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,9,21,마세라티,16,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,9,22,롤스로이스,12,0.0%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,9,23,폴스타,4,0.0%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,10,1,벤츠,"6,427",30.4%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,10,2,BMW,"6,113",29.0%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,10,3,렉서스,"1,283",6.1%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,10,4,테슬라,"1,263",6.0%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,10,5,볼보,"1,161",5.5%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,10,6,아우디,943,4.5%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,10,7,토요타,754,3.6%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,10,8,폭스바겐,741,3.5%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,10,9,포르쉐,701,3.3%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,10,10,미니,538,2.5%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,10,11,랜드로버,305,1.4%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,10,12,지프,183,0.9%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,10,13,포드,165,0.8%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,10,14,링컨,154,0.7%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,10,15,혼다,120,0.6%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,10,16,캐딜락,53,0.3%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,10,17,람보르기니,49,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,10,18,벤틀리,36,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,10,19,GMC,36,0.2%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,10,20,푸조,35,0.2%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,10,21,폴스타,20,0.1%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,10,22,마세라티,16,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,10,23,롤스로이스,15,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,11,1,BMW,"6,665",28.2%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,11,2,벤츠,"5,086",21.5%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,11,3,테슬라,"3,618",15.3%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,11,4,렉서스,"1,370",5.8%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,11,5,볼보,"1,319",5.6%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,11,6,폭스바겐,"1,077",4.5%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,11,7,아우디,914,3.9%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,11,8,토요타,801,3.4%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,11,9,포르쉐,772,3.3%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,11,10,미니,616,2.6%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,11,11,랜드로버,416,1.8%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,11,12,포드,368,1.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,11,13,지프,168,0.7%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,11,14,링컨,105,0.4%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,11,15,푸조,65,0.3%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,11,16,람보르기니,61,0.3%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,11,17,혼다,54,0.2%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,11,18,폴스타,50,0.2%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,11,19,캐딜락,49,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,11,20,벤틀리,47,0.2%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,11,21,GMC,24,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,11,22,롤스로이스,15,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
2024,11,23,마세라티,11,0.0%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,12,1,벤츠,"6,839",29.2%,https://autoimg.danawa.com/photo/brand/349_40.png
2024,12,2,BMW,"6,504",27.7%,https://autoimg.danawa.com/photo/brand/362_40.png
2024,12,3,볼보,"1,448",6.2%,https://autoimg.danawa.com/photo/brand/459_40.png
2024,12,4,테슬라,"1,252",5.3%,https://autoimg.danawa.com/photo/brand/611_40.png
2024,12,5,렉서스,"1,120",4.8%,https://autoimg.danawa.com/photo/brand/486_40.png
2024,12,6,토요타,"1,100",4.7%,https://autoimg.danawa.com/photo/brand/491_40.png
2024,12,7,아우디,918,3.9%,https://autoimg.danawa.com/photo/brand/371_40.png
2024,12,8,포르쉐,768,3.3%,https://autoimg.danawa.com/photo/brand/381_40.png
2024,12,9,미니,760,3.2%,https://autoimg.danawa.com/photo/brand/367_40.png
2024,12,10,폭스바겐,539,2.3%,https://autoimg.danawa.com/photo/brand/376_40.png
2024,12,11,랜드로버,479,2.0%,https://autoimg.danawa.com/photo/brand/399_40.png
2024,12,12,포드,369,1.6%,https://autoimg.danawa.com/photo/brand/569_40.png
2024,12,13,혼다,362,1.5%,https://autoimg.danawa.com/photo/brand/500_40.png
2024,12,14,폴스타,320,1.4%,https://autoimg.danawa.com/photo/brand/458_40.png
2024,12,15,지프,243,1.0%,https://autoimg.danawa.com/photo/brand/587_40.png
2024,12,16,링컨,109,0.5%,https://autoimg.danawa.com/photo/brand/573_40.png
2024,12,17,푸조,95,0.4%,https://autoimg.danawa.com/photo/brand/413_40.png
2024,12,18,벤틀리,60,0.3%,https://autoimg.danawa.com/photo/brand/390_40.png
2024,12,19,람보르기니,54,0.2%,https://autoimg.danawa.com/photo/brand/440_40.png
2024,12,20,캐딜락,39,0.2%,https://autoimg.danawa.com/photo/brand/546_40.png
2024,12,21,GMC,28,0.1%,https://autoimg.danawa.com/photo/brand/602_40.png
2024,12,22,마세라티,21,0.1%,https://autoimg.danawa.com/photo/brand/445_40.png
2024,12,23,롤스로이스,18,0.1%,https://autoimg.danawa.com/photo/brand/385_40.png
